"country","year","disease_name","disease_category","prevalence_rate","incidence_rate","mortality_rate","age_group","gender","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","treatment_type","average_treatment_cost_usd","availability_of_vaccines_treatment","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
1,2021,16,9,7.08,7.84,4.36,3,2,779456,55.56,2.567539683,3.46,0,39270,1,53.5,38,3.42,509523.1992,0.84,39.99
7,2021,13,6,4.91,10.45,6.33,2,1,421356,84.25,4.43,4.19,1,46154,1,62.55,3583,2.71,44093,0.82,84.93
2,2024,11,9,6.78,0.74,0.3,3,1,76188,90.81,1.86,7.77,3,33866,0,55.61,2153,4.06,10635,0.63,30.03
1,2022,14,2,1.28,7.05,8.21,3,1,329756,81.02,4.67,7.68,0,23601,0,70.04,4034,8.6,99580,0.89,70.26
0,2024,14,5,7.74,6.62,9.04,1,0,359968,79.02,3.4,5.11,3,33228,1,61.78,3180,8.7,52275,0.86,45.02
2,2022,13,7,18.79,2.11,4.17,2,0,493928,73.34,3.28,8.48,3,33796,1,50.05,1016,9.54,21075,0.87,55.97890756
1,2024,13,3,10.63,1.97,8.12,2,2,629993,63.23,1.87,6.6,3,23890,1,62.12,1620,6.51,96482,0.75,71.52
1,2023,2,5,13.41,3.97,8.12,3,2,888640,92.6,1.57,8.59,2,4525,0,77.05,1649,9.57,41650,0.52,69.37
3,2020,6,8,4.72,12.38,7.96,1,2,492404,62.06,4.3,6.75,3,41472,0,75.65,3537,4.07,65803,0.8,22.63
5,2020,17,0,7.85,9.56,4.35,2,2,709706,70.06,1.2,1.99,1,23639,1,66.31,1391,5.62,78520,0.74,77.73
2,2024,5,8,9.72,0.99,7.72,0,0,495648,73.92,4.19,5.97,3,44711,0,54.46,732,6.85,49184,0.65,64.68
3,2021,11,8,19.12,7.52,2.13,2,2,883366,97.23,1.41,6.27,2,27233,1,75.23,4439,5.46,35718,0.52,38.64
6,2021,7,0,10.74,13.7,3.08,1,0,910542,51.11,1.53,6.37,0,16432,1,86.06,3153,6.14,36518,0.76,25.06
5,2024,10,5,2.66,8.57,10,1,1,257589,51.83,4.51,6.09,3,37908,0,50.82,312,3.95,70116,0.86,78.7
3,2022,4,9,3.48,5.77,9.45,0,0,800833,90.31,2.82,2.58,1,11402,0,63.87,3898,1.29,33700,0.71,51.96
4,2020,2,4,5.93,8.71,2.86,3,2,369214,51.14,2.9,9.34,0,10657,1,52.52,2589,9.57,58934,0.83,50.7
2,2021,15,8,11.03,6.14,0.67,0,2,433334,81.25,4.35,3.43,2,13934,1,65.57,4808,8.13,5405,0.42,53.73311688
2,2021,11,4,9.58,7.4,7.11,3,2,68486,63.83,0.9,5.69,2,46307,1,86.54,513,5.63,7650,0.74,51.83
7,2024,3,5,8.77,5.17,4.65,2,0,264727,62.36,0.9,4.34,0,16749,1,52.89,394,1.44,88010,0.48,73.36
4,2021,13,1,14.43,5.59,7.16,3,0,521605,85.74,2.828360656,7.49,1,23939,0,74.61,4328,5.37,83840,0.73,74.15
1,2021,10,7,7.42,6.2,5.8,3,2,629610,82.82,0.84,4.39,1,23173,0,91.67,4029,8.53,15994,0.77,35.98
1,2024,11,3,1.69,11.53,0.87,1,0,808573,86.43,2.14,4.73,1,39025,1,80.81,980,1.91,72596,0.88,41.52
5,2023,12,5,0.49,6.34,2.17,0,2,475592,81.04,2.75,9.08,0,41908,0,75.92,778,0.53,89010,0.65,59.4
5,2021,11,0,14.75,1.73,3.15,0,2,529863,89.31,3.08,3.07,2,8510,0,56.49,2230,4.61,98486,0.73,89.68
4,2022,18,10,5.21,5.89,3.89,0,0,650950,59.42,4.16,6.27,2,2277,1,60.26,1649,2.83,71213,0.55,71.51
1,2021,0,7,3.64,8.41,4.9,1,2,877695,65.35,2.69,1.74,1,41104,1,80.19,239,3.54,53929,0.66,57.14767442
4,2024,6,3,8.76,5.29,1.34,2,0,262667,95.28,0.86,4.98,1,24214,0,74.98,4354,3.28,59419,0.66,75.17
4,2020,9,10,10.93,5.41,0.25,2,0,612611,67.93,2.5,4.83,2,11511,1,56.74,2440,9.72,10485,0.81,49.85
5,2021,4,5,12.51,9.49,8.68,0,2,619444,71.13,4.26,4.63,1,40407,1,87.86,1242,4.61,35101,0.76,84.56
7,2024,13,4,15.8,2.67,1.14,0,0,382575,79.19,0.59,4.21,3,20986,1,65.36,4796,3.87,30959,0.53,22.11
4,2021,7,1,8.63,3.16,7.92,2,1,261127,70.51,1.53,5.43,1,9647,1,71.7,974,4.47,37273,0.86,69.97
0,2020,0,6,15.3,6.38,3.08,1,2,709419,51.24,1.22,2.41,3,12745,1,70.89,1949,6.22,85249,0.57,38.21
0,2020,14,10,10.11,5.57,0.59,1,1,206473,92.7,1.13,7.98,3,1,1,88.59,2922,2.1,45893,0.82,85.48
3,2021,13,2,2.19,4.91,2.55,3,2,587442,90.59,3.24,7.97,0,29133,0,71.04,1307,1.7,71716,0.77,64.85
7,2024,12,9,1.27,4.14,0.85,2,1,300884,65.13,3.62,5.85,0,4117,1,58,4777,6.7,2261,0.84,77.03
4,2024,3,10,19.19,12.61,8.25,0,2,814740,91.77,4.74,8.02,2,13406,0,77.8,4127,4.2,46572,0.89,87.84
7,2022,12,1,0.96,12.3,7.37,1,0,877667,75.79715805,1.66,5.71,2,23844,1,77.43,864,1.25,52266,0.5,20.89
7,2023,15,0,15.69,9.32,2.14,2,1,797717,70.47,2.99,6.43,3,35752,1,96.94,836,6.71,509523.1992,0.48,75.85
2,2021,7,9,8.68,1.65,5.66,3,2,90885,73.57,0.53,1.9,3,15200,1,97.76,2484,7.71,3701,0.5,54.07
2,2023,11,2,11.72,9.31,5.16,2,2,820673,84.82,1.88,4.61,2,20153,0,67.25,1615,6.09,69535,0.87,35.53
7,2023,2,9,3.39,1.46,7.17,2,0,508135,82.39,2.07,1.08,0,36584,0,78.08,1931,2.34,44632,0.73,24.46
3,2024,4,5,5.62,4.18,3.48,0,0,83475,96.04,2.745116279,8.41,0,6084,1,72.66,3883,2.64,54474,0.68,27.23
4,2021,11,5,19.76,1.4,8.66,3,1,51116,78.6,4.55,2.25,1,34308,0,75.43,1716,9.19,12999,0.85,80.35
4,2020,12,3,6.99,3.41,9.41,3,1,680409,54.34,2.73,7.67,0,32697,0,60.53,742,6.84,43376,0.56,60.74
0,2020,15,8,7.08,1.72,9.56,2,2,965491,81.36,1.92,5.64,0,11449,0,72.94,1344,9.37,43810,0.83,72.2
0,2024,13,3,19.68,8.52,2.09,0,0,389076,74.14046901,4.49,9.53,0,13877,1,52.03,3511,1.08,1507,0.51,64.35
5,2024,12,1,5.97,11.04,8.94,0,0,187780,56.74,1.54,6.38,3,18593,0,82.59,3944,8.39,18756,0.88,81.21
0,2022,8,10,11.51,8.05,2.73,1,0,651034,89.2,4.17,7.94,2,15701,0,82.51,3392,5.22,71321,0.63,55.93
3,2023,1,4,8.385,6.95,0.44,1,0,858345,63.89,2.21,4.08,3,19959,1,80.11,2400,2.54,15370,0.5,76.8
0,2021,11,7,10.18,10.76,6.72,2,0,440522,85.24,1.93,3.55,0,14277,1,53.96,4133,9.1,16019,0.62,77.59
5,2021,16,8,10.49,3.97,7.58,0,1,936427,78.19,1.07,7.37,0,26690,1,64.74,4008,6.36,27376,0.85,73.78
4,2020,5,7,8.76,13.08,6.9,2,1,562680,84.29,1,8.91,0,18909,1,90.94,3662,4.76,41477,0.51,30.95
3,2023,3,6,11.68,10.62,0.31,1,0,682659,91.43,1.22,9.91,2,1180,1,60.98,4078,2.22,39764,0.89,81.59
7,2022,3,6,1.64,1.08,1.41,3,1,971815,75.79715805,1.53,6.3,3,49673,1,90.79,3687,4.86,48552,0.61,44.24
3,2021,11,6,11.32,1.71,8.92,1,0,199487,67.42,1.97,4.07,0,20869,1,69.51,3745,1.01,30541,0.64,20.1
0,2020,19,0,6.44,8.59,9.2,2,1,882612,80,1.12,6.16,3,3763,0,81.07,1987,7.96,80660,0.51,48.23
5,2020,6,7,0.47,2.94,5.07,3,1,292933,91.8,2.47,2.66,2,43216,0,62.73,1827,7.51,37998,0.65,29.98
7,2024,10,9,17.9,13.89,4.85,0,0,222387,82.83,2.53,4.94,2,12413,1,57.77,158,9.07,1466,0.61,37.95
7,2020,12,8,19,0.53,3.84,1,1,236446,63.43,4.13,3.32,2,43623,1,98.92,933,6.2,64278,0.49,24.59
1,2022,3,5,5.86,8.33,1.03,3,0,590981,64.74,2.29,2.85,3,27865,1,84.43,1486,7.08,71360,0.51,48.37
0,2022,4,6,7.95,6.27,3.12,3,0,743007,65.16,3.51,8.46,0,36937,0,67.31,3440,6.15,26933,0.69,23.66
7,2020,7,4,13.14,1.53,2.9,3,0,907375,70.66,1.77,0.88,1,19971,0,96.24,772,7.69,50259,0.81,60.34
1,2021,8,10,17,10,2.61,2,1,363468,73.48,1.32,0.79,0,7689,1,93.93,4678,7.67,46440,0.54,76.97
0,2022,4,5,12.32,7.37,8.05,2,2,574414,73.14,2.77,6.21,2,48911,1,80.17,4975,4.76,85736,0.82,81.13
6,2022,11,9,14.16,14.87,3.08,2,1,575528,55.3,4.23,3.93,0,13193,0,91.38,1831,6.71,67747,0.67,75.47
6,2024,2,3,18.22,11.03,2.16,1,0,597200,80.89,4.84,0.94,2,8472,0,71.51,2923,0.2,92666,0.89,53.39
7,2022,3,8,4.28,14.21,2.55,3,0,943058,65.71,3.88,7.79,1,10770,0,61.9,2711,2.5,67508,0.62,23.14
0,2024,16,1,4.46,8.72,6.31,3,2,983554,89.37,1.82,9.39,1,15714,0,80.01,157,0.62,71911,0.71,59.08
6,2023,11,1,7.81,10.92,4.85,2,1,985759,95.48,3.63,6.29,2,35246.5,0,74.01,4530,7.58,71346,0.65,78.15
4,2024,11,10,15.13,12.59,9.64,1,1,984882,81.91,4.58,6.21,1,22785,1,66.01,373,6.23,30648,0.41,84.81
6,2024,11,6,9.31,4.08,6.58,3,0,594425,68.2,4.53,0.92,3,25771,0,89.73,218,4.93,63855,0.68,61.57
5,2023,5,10,7.08,4.83,4.45,3,0,539996,67.15,2.45,4.96,0,11429,1,66.7,2339,5.44,40433,0.82,66.62
6,2021,19,4,8.83,3.08,8.23,2,1,775314,68.36,3,7.03,3,42015,1,51.89,588,1.05,71752,0.74,39.35
4,2024,2,7,10.51,0.67,6.19,2,0,287492,78.04,2.703103448,9.3,1,1,1,64.15,3017,1.67,21317,0.6,37.72
2,2024,7,7,13.38,10.33,1.29,1,1,162276,60.91,4.56,3.62,1,4468,0,88.77,538,0.92,63131,0.49,78.1
6,2020,9,7,2.9,12.26,6.59,2,2,476418,83.69,2.77,8.81,3,3851,0,53.76,3894,7.3,82886,0.58,56.07
4,2024,17,9,16.8,8.56,0.49,1,2,935843,59.76,4.58,3.82,2,45639,0,94.42,4074,4.92,47907,0.4,28.05
5,2023,3,8,5.94,0.85,3.63,2,1,576406,65.51,2.41,6.06,3,47568,0,84.55,641,2.66,56669,0.9,21.41
6,2020,2,4,0.17,3.39,6.65,0,0,316562,56.85,1.9,0.65,2,15451,0,82.86,1910,8.27,42370,0.44,59.43
5,2021,7,9,7.46,4.34,9.91,2,0,216637,67.32,4.09,1.57,0,9740,1,87.66,238,9.07,67302,0.46,61.35
0,2021,13,5,19.43,2.8,8.87,0,2,305015,52.97,0.7,5.62,2,21063,1,73.97,4064,8.83,74308,0.64,85.89
5,2022,9,10,2.73,6.3,1.72,0,0,885754,83.21,3.9,7.69,3,29324,1,83.48,1148,9.08,90827,0.5,72.47
4,2023,17,10,16.21,8.34,9.07,0,0,856217,64.83,3.83,5.32,1,38262,0,83.86,719,0.15,82544,0.55,59.5
4,2024,0,10,17.13,11.01,8.77,1,0,995514,66.2,4.05,9.43,0,12415,1,71.2,2697,0.1,73260,0.85,79.8
7,2020,4,7,10.12,10.34,4.07,1,0,249423,98.54,3.01,9.16,3,28247,1,85.15,1745,8.2,50109,0.75,81.41
1,2021,12,3,5.76,11.41,2.87,2,1,130164,61.17,2.73,4.34,2,42456,1,56.47,4645,7.98,36324,0.87,68.7
4,2021,3,2,16.5,0.68,5.66,3,2,192549,66.94,2.828360656,9.76,0,41618,1,98.02,2740,3.98,46962,0.65,55.1
7,2023,18,9,9.4,13.35,2.12,1,1,291197,76.58,2.65,7,1,47371,1,61.62,3878,2.39,58819,0.81,44.51
3,2020,2,1,2.97,6.15,5.73,0,2,187324,82.75,3.98,2.29,0,11363,0,88.72,1460,1.38,31365,0.47,60.43
4,2023,8,4,7.27,6,6.47,3,1,545957,83.6,1.33,9.09,0,4880,1,78.71,4770,8.17,99316,0.45,65.99
7,2024,0,8,4.12,3.62,8.14,0,0,832857,74.91,3.37,6.51,1,23670,1,74.33,3493,5.12,51473,0.82,45.82
2,2024,18,4,10.79,4.2,7.93,0,0,893867,52.64,2.01,3.53,2,41417,1,76.34,4231,9.37,54399,0.81,86.47
0,2024,8,1,17.99,8.07,3.11,2,2,144611,70.1,0.61,3.18,0,27743.8,0,90.74,4440,8.81,66096,0.54,81.41
6,2021,11,5,18.11,9.06,6.46,3,1,489531,86.59,4.99,5.13,2,18537,0,74.94,2072,3.17,87388,0.84,27.96
0,2021,15,8,8.86,8.33,2.82,1,1,432076,74.14046901,3.82,7.98,1,12663,1,60.57,4914,4.61,70388,0.84,39.49
4,2023,11,4,19.08,3.76,6.18,0,0,699078,89.82,0.53,4.89,1,30958,1,97.31,3449,2.15,14832,0.81,23.05
3,2020,13,2,11.41,6.08,4.72,0,2,132867,68.04,2.18,7.16,0,31446,0,88.89,3701,3.57,76878,0.78,67.24
2,2020,17,3,16.76,0.67,2.87,1,0,634103,84.54,4.62,3.57,3,30655,1,57.73,3561,5.19,99025,0.54,59.01
0,2020,16,6,3.13,4.37,4.03,3,1,558761,72.37,4.63,8.15,2,30169,1,85.91,1834,9.04,69684,0.63,37.9
3,2022,5,5,15.09,13.91,1.37,3,1,868157,82.23,0.53,6.04,2,4516,0,92.44,1764,4.77,71819,0.49,65.95
1,2021,7,10,10.74,12.04,0.6,0,0,336023,91.33,2.18,1.06,0,48269,1,62.68,4621,4.34,54735,0.81,40.01
1,2024,0,2,2.42,10.91,7.14,2,0,559751,75.34,4,2.7,3,44846,0,98.2,4618,4.4,85780,0.42,52.91
3,2020,16,3,5.82,7.35,2.2,0,2,766829,54.49,3.13,6.94,3,4303,0,91.85,1623,2.26,24717,0.89,88.73
0,2022,8,2,11.565,0.62,4.05,1,0,17101,99.28,3.76,5.46,3,25879,1,61.96,4732,7.62,43350,0.86,85.59
5,2023,13,8,16.38,9.91,6.71,1,0,474389,60.05,1.44,5.11,1,3025,0,66.06,2761,3.81,42332,0.44,32.57
3,2024,13,2,4.57,8.32,8.15,0,0,643505,59.92,3.66,7.11,1,8269,0,62.95,2519,9.19,50236,0.59,50.18
1,2021,19,6,11.69,4.99,9.8,2,2,704550,53.28,1.77,2.16,2,37895,1,77.81,4944,8.26,3104,0.49,38
2,2022,0,6,7.02,4.59,4.33,1,0,503243,96.48,3.48,2.56,1,34796,1,83.39,887,9.61,28269,0.61,68.2
1,2023,13,8,14.71,6,3.05,1,2,191686,75.04894061,1.01,1.02,0,11184,0,65.67,3296,2.83,68613,0.52,75.52
6,2023,9,5,11.36,14.68,1,1,1,898675,77.09,2.58,5.41,2,25267,0,50.14,1639,9.46,18165,0.88,86.06
3,2024,5,1,16.34,4.26,1.67,0,1,799685,94.55,1.13,5.54,3,21528,0,62.64,3126,4.98,23866,0.74,54.25
7,2023,0,4,18.13,14.31,1.36,3,2,721166,78.01,3.93,4.36,3,22318,1,65,1420,9.04,28591,0.63,66.8
2,2021,18,2,10.43,7.66,9.31,2,1,958787,93.24,1.53,9.83,0,11094,1,74.32,3267,3.66,48163,0.49,77.98
0,2020,9,4,0.58,14.1,5.35,3,1,678018,80.86,2.88,6.49,2,44940,1,86.61,3809,6.87,80206,0.82,25.95
3,2020,14,3,4.1,7.89,2.81,0,1,127749,87.85,1.21,5.25,0,14975,1,98.35,2236,8.23,68834,0.65,28.93
3,2024,17,8,10.63,3.38,7.97,0,1,376244,98.36,1.56,5.98,1,36170,0,58.57,224,8.52,71248,0.53,51.25
7,2022,2,9,1.43,12.19,6.26,1,0,208861,73.05,3.06,5.813267974,3,40300,1,85.48,4613,9.21,64269,0.61,74.84
0,2021,16,4,9.96,2.62,7.43,0,1,637512,94.64,3.2,6.21,2,20847,1,88.57,231,2.71,62512,0.63,78.58
6,2021,4,4,12.01,7.965,9.78,1,1,310205,60.41,4.49,0.98,0,3825,0,83.05,747,4.34,72044,0.66,54.47
0,2024,10,4,6.81,1.71,5.01,0,1,236215,87.41,4.79,1.45,3,18699,1,50.63,4554,6.25,92342,0.77,120
1,2021,1,4,19.63,1.29,8.51,3,0,240575,91.65,2.41,6.59,1,44020,1,89.99,660,5.58,24757,0.48,33.6
4,2024,10,9,19.56,14.06,0.72,1,1,626378,66.87,0.87,6.55,2,47734,0,74.04,2160,0.87,51991,0.8,27.87
6,2020,19,2,3.38,6.3,3.72,1,0,225620,97.88,1.73,7.87,1,30283,0,95.28,5000,2.79,73940,0.72,63.86
4,2020,18,4,9.96,14.38,0.65,0,2,985111,58.39,1.75,2.76,1,28137,0,50.29,4522,3.34,79337,0.58,83.01
5,2021,5,9,15.91,2.57,0.81,1,1,725686,85.77,2.810149254,5.3,3,27429,1,86.39,3846,2.42,70063,0.74,69.4
4,2023,5,7,13.93,3.82,2.57,3,1,736923,54.36,4.13,1.01,0,46783,0,87.81,2416,8.27,40253,0.77,23.58
2,2024,6,7,16.2,0.6,2.52,3,0,990997,77.84,1.31,0.9,3,21993,0,95.05,3190,7.77,90509,0.63,80.63
7,2021,12,2,0.39,4.56,3.58,3,1,51429,81.81,1.52,7.68,1,8289,1,84.99,2204,3.23,58480,0.5,38.16
7,2024,8,1,2.95,1.85,0.82,2,2,161558,62.99,3.46,6.21,0,26945,0,53.13,3270,4.58,80488,0.87,27.86
3,2024,19,2,15.65,14.71,5.14,3,2,449014,56.44,2.7,7.09,2,21239,1,83.91,1672,9.92,79413,0.76,46.55
2,2023,16,0,11.77,14.44,7.92,2,1,432153,78.99,3.32,1.57,3,14748,0,95.84,1721,5.47,83496,0.73,57.47
1,2024,11,10,0.75,2.02,3.07,1,1,681208,69.32,3.98,3.48,0,21838,0,56.7,1333,3.07,21585,0.71,35.09
5,2020,9,3,1.57,5.3,3.23,3,2,233180,81.14,1.63,3.74,0,48218,1,98.22,422,2.14,83275,0.85,84.57
4,2024,3,4,2.89,11.61,4.01,0,1,812924,73.72,1.62,4.4,0,20387,1,70.78,797,7.34,95871,0.51,88.14
0,2020,0,10,4.2,10.61,9.7,3,0,348172,83.13,0.62,7.9,2,13379,1,62.87,3077,1.41,14836,0.58,88.98
4,2020,2,1,4.71,3.99,3.02,0,1,299223,52.44,1.51,1.97,1,33284,0,95.91,1070,8.13,93265,0.81,77.2
1,2024,10,4,16.23,14.99,2.34,1,0,717213,71.01,2.88,6.11,1,39152,1,94.3,487,6.87,60440,0.52,70.32
4,2020,12,3,18.25,7.81,7.84,0,2,902789,87.27,2.54,9.58,3,40962,0,53.07,1298,7.77,23368,0.77,44.55
6,2022,1,4,3.14,0.13,2.42,0,2,825365,57.77,1.87,9.12,0,30890,1,97.95,2560,5.16,32440,0.77,60.75
5,2022,14,2,8.53,12.52,1.33,3,0,534946,63.68,4.99,9.63,1,8526,1,90.29,1679,9.17,31169,0.79,57.56
5,2023,2,2,0.95,12.54,2.24,2,2,450127,63.56,2.04,3.38,3,2817,0,69.37,4614,4.82,2819,0.51,51.9
2,2024,9,8,8.23,5.37,8.85,1,2,46395,53.49,2.74,6.4,0,12246,0,94.56,3250,7.78,1476,0.59,48.25
0,2022,5,5,18.59,4.76,0.47,1,2,856589,80.99,3.26,7.04,3,6354,1,71.55,1473,3.81,76011,0.73,85.88
5,2023,19,0,15.61,13.25,2.84,0,2,932670,78.6,4.61,8.12,2,14205,1,95.39,2377,8.01,29337,0.66,43.11
0,2020,4,0,10.12,5.79,4.31,2,1,1319,79.32,2.59,9.59,0,40386,1,65.9,4518,9.6,72052,0.83,36.78
2,2020,14,0,17.37,1.11,8.75,1,1,483820,99.31,0.95,9.92,1,14364,1,95.99,3386,8.89,45929,0.6,61.53
6,2023,5,5,15.12,14.32,4.2,1,2,398076,69.47,1.96,1.97,0,15017,1,63.42,3589,5.23,85812,0.46,70.56
2,2024,2,8,3.99,9.52,3.29,3,0,967412,82.54,3.32,1,2,37979,1,53.92,2447,5.3,54378,0.82,60.27
6,2022,16,9,7.46,3.06,5.61,3,0,846802,70.82,1.38,4.25,1,48866,1,52.7,3192,9.8,96127,0.51,63.86
3,2020,15,2,16.75,4.05,8.37,2,2,558951,94.8,4.23,7.22,2,18662,0,50.81,3275,7.49,52379,0.87,58.93
6,2023,5,4,18.75,11.45,6.99,0,2,693879,57.89,3.92,7.38,0,28404,0,56.69,1130,3.02,34198,0.79,62.19
5,2023,16,10,8.91,8.31,8.86,3,0,382847,95.34,3.69,2.16,3,9764,0,96.39,331,5.7,18466,0.75,37.68
0,2024,19,5,19.73,10.93,1.09,1,0,269211,53.71,2.32,5.91,3,8227,0,64.32,882,3.91,60086,0.52,32.01
2,2024,6,6,0.31,3.69,2.8,3,1,369121,77.32,3.36,6.94,1,39634,1,86.56,4115,5.91,56090,0.8,68.26
4,2024,14,0,2.41,9.22,0.76,1,2,438996,68.27,4.65,6.43,3,15504,1,97.78,4455,1.73,81577,0.83,23.94
6,2021,16,5,5.7,5.77,6.9,0,1,968410,59.6,2.5,6.65,3,10162,1,78.78,2861,5.91,12849,0.67,29.16
4,2023,4,5,17.09,6.19,8.13,0,2,767570,82.76,0.63,3.42,1,9691,0,90.06,1753,8.35,7702,0.42,52.77
1,2020,3,8,8.04,1.66,4.52,3,1,120447,77.51,3.28,1.83,3,21708,1,93.89,1113,0.14,57426,0.45,28.61
0,2021,15,9,16.71,7.99,0.38,2,0,248268,74.14046901,2.67,7.02,1,27067,1,58.01,2122,6.83,2495,0.42,38.62
7,2021,9,4,6.62,12.32,2.03,1,0,765615,81.53,1.09,0.8,1,2873,1,81.78,4337,3.05,44590,0.9,86.46
2,2024,7,7,18.89,10.86,3.64,3,2,15812,64.52,3.55,9.72,0,35199,1,57.43,3238,4.25,48547,0.59,45.09
0,2021,8,0,16.99,2.79,8.19,1,1,300698,69.88,0.71,6.92,0,46292,0,98.22,4732,5.25,91897,0.88,59.13
1,2023,19,1,1.62,1.88,8.26,0,1,703225,90.79,2.6,7.92,2,11442,1,87.74,191,2.99,25547,0.64,85.35
7,2021,5,9,3.44,14.24,3.17,0,2,929115,63.66,1.22,8.93,0,22410,1,81.28,4847,3.18,42797,0.49,39.58
3,2020,0,4,16.78,5.52,7.7,3,0,116301,85.13,1.55,4.33,3,45729,0,58.84,26,9.93,31268,0.63,60.88
7,2024,6,1,19.89,11.23,2.1,3,0,875062,65.4,3.9,8.48,3,6225,1,70.78,80,4.38,21957,0.45,25.26
6,2023,14,1,7,5.6,8.19,3,2,301669,68.84,4.43,6.39,2,12185,0,79.9,2977,1.33,11481,0.57,63.02
3,2020,16,4,9.03,8.56,5.98,3,2,699797,89.32,2.16,2.67,2,23439,0,76.23,974,1,10078,0.49,63.52
2,2022,16,6,9.82,8.67,7.11,0,1,430825,68.08,2.72,6.48,2,7891,0,61.29,122,2.67,37725,0.5,64.83
0,2023,15,9,5.32,11.15,7.92,3,1,318458,89.4,1.87,8.9,1,8481,0,52.96,3590,2.19,81136,0.67,80.11
5,2020,10,5,12.16,12.05,1.03,0,0,629818,68.84,3.04,9.42,3,45898,1,56.69,3519,7.52,22583,0.48,60.55
1,2020,18,4,8.57,5.29,2.28,2,1,33452,62.22,2.84,0.92,3,42100,0,51.08,194,8.34,35302,0.71,32.12
7,2021,19,6,9.48,11.26,6.16,2,2,681191,50.54,2.74,1.89,1,45101,1,72.91,1420,6.92,51168,0.83,86.29
0,2021,5,3,18.1,6.25,8.4,3,2,868299,67.89,0.88,7.25,0,28524,0,83.1,2798,3.39,14264,0.45,39.97
3,2024,3,10,12.11,14.2,4.97,1,2,650020,51.31,4.21,2.16,0,2368,1,80.67,2865,7.85,23967,0.42,47.91
6,2024,1,10,0.46,12.4,0.82,1,2,589374,73.4,0.75,2.11,1,45197,0,87,3054,9.34,79841,0.44,45.06
6,2024,18,3,7.99,9.98,7.66,2,2,306456,59.83,3.99,2.57,1,8478,1,88.3,843,8.59,11966,0.62,26.78
3,2022,12,5,9.28,8.62,2.32,2,1,885640,86.14,3.93,1.57,1,17925,0,80.98,4468,3.08,52034,0.4,44.58
2,2022,7,8,9.8,11.23,7.73,0,0,941281,63.27,1.97,5.73,3,29402,1,84.1,1998,2.05,87551,0.57,61.56
6,2021,9,0,4.08,14.13,4.35,0,0,876623,60.51,1.23,2.89,1,14119,1,73.21,3366,7.18,25728,0.76,36.75
7,2023,1,3,2.45,4.22,0.29,3,0,353274,94.39,2.58,1.68,0,28662,1,77.32,3754,6.23,91346,0.51,27.46
7,2021,12,6,0.12,13.19,0.54,3,2,677822,51.13,2.06,1.19,0,21957,1,97.12,1686,1.77,39538,0.42,78.7
3,2021,4,5,11.52,1.98,6.35,1,1,647212,96.64,1.25,4.49,3,17043,1,70.37,2090,4.05,66655,0.83,53.76
4,2022,9,5,7.37,10.2,4.35,0,0,967880,90.1,4.94,6.68,3,12640,1,63.68,800,5.73,72433,0.54,28.54
7,2020,2,10,7.96,5.64,4.59,1,2,741208,79.98,2.06,8.1,1,35762,1,96.04,2829,3.26,5750,0.55,74.02
2,2021,19,7,3.34,11.06,7.96,3,0,698878,59.12,2.89,4.63,0,39501,1,92.91,94,6.74,74863,0.56,54.55
0,2021,3,10,4.56,11.72,5.6,1,1,932578,78.88,4.92,6.99,1,13771,1,94,3782,7.5,62365,0.65,44.57
3,2022,19,3,2.87,11.64,7.44,3,1,891657,68.12,1.54,9.43,2,17882,1,80.52,2810,5.25,88032,0.77,30.82
7,2024,17,1,17.91,2.61,2.47,2,2,18354,97.3,2.81,8.72,0,19276,1,75.14,975,7.06,52611,0.63,48.96
5,2020,17,3,15.83,2.46,4.7,3,2,69310,54.28,3.21,6.79,1,10686,1,76.71,256,8.83,80018,0.56,84.17
5,2022,0,7,12.38,12.15,4.73,0,1,373779,72.93,1.55,7.04,0,21068,0,70.11,3810,4.99,87882,0.83,69.99
0,2022,15,5,17.92,4.1,8.99,0,2,144588,63.44,2.24,7.51,0,37795,0,78.7,4976,4.49,81625,0.78,38.22
0,2020,15,10,14.92,6.21,8.27,2,0,636690,75.82,1.21,6.36,0,14709,1,62.55,437,6.39,60795,0.43,21.31
7,2024,3,7,19.05,11.82,9.28,1,0,78296,77.91,3.18,7.18,1,9212,0,83.94,2351,2.43,64696,0.53,31.96
0,2021,11,3,14.49,3.89,7.27,3,2,59922,83.35,3.54,1.53,3,33836,1,98.18,2459,7.54,29433,0.56,79.48
3,2021,13,1,14.47,10.82,1.06,3,0,316599,59.07,1.76,8.55,0,43493,0,89.77,2041,3.5,92961,0.89,57.02
4,2024,10,2,5.14,3.49,8.2,2,1,451737,58.72,2.58,0.98,2,3407,0,91.39,4883,9.61,90755,0.61,80.93
2,2023,4,0,16.68,0.86,4.93,1,0,284801,86.53,4.3,5.39,1,27752,0,94.01,3512,8.76,18853,0.71,79.92
2,2022,8,0,16.22,0.52,6.92,1,0,776211,83.87,2.7,3.81,0,35791,0,50.64,1372,4.44,67633,0.62,71.44
1,2021,5,3,18.34,13.61,9.11,1,2,66629,93.75,3.02,9.84,0,31620,1,94.98,459,5.92,45384,0.75,24.71
2,2023,3,7,10.65,9.41,7.96,2,0,640412,93.89,2.06,4.29,0,24738,0,61.45,2439,7.05,31706,0.76,57.49
